Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging
LPG,U-Haul,3020 Lamar Ave,North of I-240,Memphis,TN,38114,,901-743-1993,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-9,35.086247,-89.961313,2023-02-13,19693,2023-02-14 15:54:11 UTC,P,,,2000-11-01,,,true,,,US,,,,Public,,public,,,RENTAL_CAR_RETURN,,,,,,,,,"[""QUICK_CONNECT"", ""ACME""]",,,,,,,,false,,,,,,,,,
LPG,U-Haul,3561 Mendenhall Rd,"South of I-240, at Winchester",Memphis,TN,38115,,901-366-2624,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-9,35.051569,-89.886731,2023-02-13,19694,2023-02-14 15:54:11 UTC,P,,,2000-11-01,,,true,,,US,,,,Public,,public,,,RENTAL_CAR_RETURN,,,,,,,,,"[""ACME"", ""QUICK_CONNECT""]",,,,,,,,false,,,,,,,,HD,
LPG,U-Haul,173 Airways Blvd,Between Hollywood and Lambuth,Jackson,TN,38301,,731-424-7360,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-9,35.616308,-88.827415,2023-02-13,19701,2023-02-14 15:54:11 UTC,P,,,2000-11-01,,,true,,,US,,,,Public,,public,,,RENTAL_CAR_RETURN,,,,,,,,,"[""ACME"", ""QUICK_CONNECT""]",,,,,,,,false,,,,,,,,HD,
E85,Casey's General Store,206 Walker Springs Rd,"I-40/I-75, Exit 379",Knoxville,TN,37923,,865-694-8160,E,,Public,24 hours daily,A Cash D Debit M V Voyager Wright_Exp,,,,,,,,,,GPS,35.92494707543039,-84.06584446130752,2023-07-11,31865,2023-07-11 18:28:56 UTC,P,,,2007-06-15,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,false,,,,,,,,MD,
E85,Twice Daily #6603,150 Long Hollow Pike,"I-65, Exit 97",Goodlettsville,TN,37072,,615-851-1877,E,,Public,24 hours daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,200-9,36.323459,-86.708259,2023-08-10,31976,2023-08-10 20:17:29 UTC,P,,,2007-06-15,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,false,,,,,,,,MD,
E85,Twice Daily #6135,911 S Hartmann Dr,"I-40, Exit 236",Lebanon,TN,37090,,615-453-5409,E,,Public,24 hours daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,200-8,36.188573,-86.326256,2022-08-10,32105,2023-09-01 21:54:55 UTC,P,,,2007-04-15,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,false,,,,,,,,,
E85,Speedway #7138,8281 Tridon Dr,"I-24, Exit 70",Smyrna,TN,37167,,615-355-7073,E,,Public,24 hours daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,200-9,35.935309,-86.529881,2023-08-10,32521,2023-08-10 16:58:49 UTC,P,,,2019-06-15,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,false,,,,,,,,MD,
E85,Casey's General Store,9550 Northshore Dr,"I-140, Exit 5",Knoxville,TN,37922,,865-692-9751,E,,Public,24 hours daily,A Cash D Debit M V Voyager Wright_Exp,,,,,,,,,,200-9,35.859863,-84.069847,2023-07-11,32752,2023-07-11 18:28:56 UTC,P,,,2007-11-01,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,false,,,,,,,,MD,
E85,Twice Daily #8863,4040 Hillsboro Pike,"I-440, Exit 3",Nashville,TN,37215,,615-298-5745,E,,Public,24 hours daily,A Cash D FleetOne M V,,,,,,,,,,200-9,36.102931,-86.815943,2023-09-14,33359,2023-09-14 14:01:49 UTC,P,,,2008-06-01,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,false,,,,,,,,MD,
E85,Exxon - Zoomerz #67,935 N Kentucky St,I-40 exit 352,Kingston,TN,37763,,865-376-5004,E,,Public,24 hours daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,200-9,35.87974,-84.508911,2023-09-14,35025,2023-09-14 14:01:49 UTC,P,,,2009-07-15,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,false,,,,,,,,MD,
E85,Pilot Travel Center #114,2449 Genesis Rd,"I-40, Exit 172",Crossville,TN,38571,,931-787-1901,E,,Public,24 hours daily,A D M V Voyager Wright_Exp,,,,,,,,,,200-9,35.9859,-85.012878,2023-09-14,35548,2023-09-14 14:01:49 UTC,P,,,2010-03-01,,,,false,,US,,,,Public,,public,,,TRAVEL_CENTER,,,,,,,,,,,,,,,,,false,,,,,,,,MD,
E85,Thorntons #610,1049 Long Hollow Pike,,Gallatin,TN,37066,,615-230-8133,E,,Public,24 hours daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,200-9,36.386594,-86.479936,2023-09-14,35550,2023-09-14 14:01:49 UTC,P,,,2010-03-01,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,false,,,,,,,,LD,
E85,Pilot Travel Center #219,7210 Strawberry Plains Pike,"I-40, Exit 398",Knoxville,TN,37914,,865-544-1067,E,,Public,24 hours daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,200-9,35.998219,-83.778114,2023-09-14,35553,2023-09-14 14:01:49 UTC,P,,,2010-03-01,,,,true,,US,,,,Public,,public,,,TRAVEL_CENTER,,,,,,"[""E15""]",,,,,,,,,,,false,,,,,,,,MD,
E85,Kroger #594,4900 Port Royal Rd,,Spring Hill,TN,37174,,931-560-2141,E,,Public,6am-10pm daily,A Cash Checks D M V Wright_Exp,,,,,,,,,,200-8,35.7414,-86.89216,2023-09-14,35554,2023-09-14 14:01:49 UTC,P,,,2008-12-01,,,,false,,US,,,,Public,,public,,,GROCERY,,,,,,,,,,,,,,,,,false,,,,,,,,MD,
E85,Thorntons #601,768 E Main St,,Hendersonville,TN,37075,,615-264-0106,E,,Public,24 hours daily,A Cash Checks D M V Voyager Wright_Exp,,,,,,,,,,200-9,36.327259,-86.562805,2023-09-14,37557,2023-09-14 14:01:49 UTC,P,,,2010-12-31,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,false,,,,,,,,MD,
E85,Thorntons #604,317 Myatt Dr,,Madison,TN,37115,,615-860-0443,E,,Public,24 hours daily,A Cash Checks D M V Voyager Wright_Exp,,,,,,,,,,200-9,36.271258,-86.689078,2023-09-14,37559,2023-09-14 14:01:49 UTC,P,,,2010-12-31,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,false,,,,,,,,LD,
E85,Thorntons #605,927 Old Fort Pkwy,,Murfreesboro,TN,37129,,615-893-5109,E,,Public,24 hours daily,A Cash Checks D M V Voyager Wright_Exp,,,,,,,,,,200-9,35.846168,-86.407244,2023-09-14,37560,2023-09-14 14:01:49 UTC,P,,,2010-12-31,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,false,,,,,,,,LD,
E85,Thorntons #608,7102 Charlotte Pike,"I-40, Exit 201",Nashville,TN,37209,,615-354-8744,E,,Public,24 hours daily,A Cash Checks D M V Voyager Wright_Exp,,,,,,,,,,200-9,36.128087,-86.908172,2023-09-14,37561,2023-09-14 14:01:49 UTC,P,,,2010-12-31,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,false,,,,,,,,LD,
E85,Thorntons #602,714 Stewarts Ferry Pike,"I-40, Exit 219",Nashville,TN,37214,,615-883-2250,E,,Public,24 hours daily,A Cash Checks D M V Voyager Wright_Exp,,,,,,,,,,200-9,36.152713,-86.625704,2023-09-14,37633,2023-09-14 14:01:49 UTC,P,,,2010-12-10,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,false,,,,,,,,LD,
ELEC,Oak Ridge Nissan,101 S Illinois Ave,,Oak Ridge,TN,37830,,865-482-5489,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,36.010279,-84.268049,2020-06-09,39705,2023-02-15 22:45:41 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false
ELEC,Newton Nissan South,2801 Highway 231 N,,Shelbyville,TN,37160,,931-684-6811,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,35.558371,-86.448276,2020-06-09,39707,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false
ELEC,Mountain View Nissan,2100 S Market St,,Chattanooga,TN,37408,,423-756-1500,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,35.030251,-85.308376,2020-06-09,39802,2023-02-15 22:45:41 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false
ELEC,Harold Mathews Nissan,185 Highway 76,,Clarksville,TN,37043,,931-552-7555,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,36.513006,-87.268667,2022-02-10,39803,2022-02-10 19:42:29 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Cookeville Nissan,501 Neal St,,Cookeville,TN,38501,,931-528-7715,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,36.137109,-85.496453,2020-06-09,39805,2023-02-15 22:45:41 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false
ELEC,Victory Nissan West,2219 Highway 46 S,,Dickson,TN,37055,,615-446-7070,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,36.023934,-87.340223,2020-06-09,39806,2023-02-15 22:45:41 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false
ELEC,Rick Hill Nissan,2700 Parr Ave,,Dyersburg,TN,38024,,731-285-6294,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,36.063277,-89.379485,2020-06-09,39807,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false
ELEC,Nissan of Cool Springs,212 Comtide Ct,,Franklin,TN,37067,,615-790-2500,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-8,35.957857,-86.80853,2022-02-10,39808,2022-02-10 19:42:29 UTC,P,,,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Newton Nissan of Gallatin,1461 Nashville Pike,,Gallatin,TN,37066,,615-451-6827,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,36.361376,-86.494932,2022-02-10,39809,2022-02-10 19:42:29 UTC,P,,,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Tri-Cities Nissan,3602 Bristol Hwy,,Johnson City,TN,37601,,423-282-4731,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,36.374198,-82.372119,2020-06-09,39811,2023-02-15 22:45:41 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false
ELEC,Wallace Nissan Oldsmobile,2733 E Stone Dr,,Kingsport,TN,37660,,423-288-5500,E,,Public - Call ahead,Dealership business hours,,,,,,3,,,Non-Networked,,GPS,36.551978,-82.487762,2020-08-05,39812,2023-02-15 22:45:41 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false
ELEC,Ted Russell Nissan,8565 Kingston Pike,,Knoxville,TN,37919,,865-693-2856,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,35.920587,-84.067881,2020-06-09,39813,2023-02-15 22:45:41 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false
ELEC,Rusty Wallace Nissan,4515 Clinton Hwy,,Knoxville,TN,37912,,865-687-6111,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,35.999617,-83.969451,2020-06-09,39814,2023-02-15 22:45:41 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false
ELEC,Nissan of Rivergate,1550 Gallatin Pike N,,Madison,TN,37115,,615-865-7220,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,GPS,36.29062,-86.7051,2022-02-10,39815,2022-02-10 19:42:29 UTC,P,,,2019-05-01,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Roberts Nissan,2747 Hillsboro Hwy,,Manchester,TN,37355,,931-728-2212,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,35.454702,-86.041805,2020-06-09,39816,2023-02-15 22:45:41 UTC,P,,,2019-05-01,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false
ELEC,Weakley County Motors,841 N Lindell St,,Martin,TN,38237,,731-587-3141,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,36.369277,-88.849653,2020-06-09,39817,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false
ELEC,AutoNation Nissan - Memphis,4140 Hacks Cross Rd,,Memphis,TN,38125,,901-759-6100,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,35.0353,-89.795859,2020-06-09,39818,2023-02-15 22:45:41 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false
ELEC,Jim Keras Nissan,2080 Covington Pike,,Memphis,TN,38128,,901-373-2800,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,35.181031,-89.895533,2022-03-07,39819,2023-02-14 15:54:11 UTC,P,,,2019-05-01,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false
ELEC,East Tennessee Nissan,5496 W Andrew Johnson Hwy,,Morristown,TN,37814,,423-587-2506,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,36.18226,-83.382387,2020-06-09,39820,2023-02-15 22:45:41 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false
ELEC,Nissan of Murfreesboro,814 Memorial Blvd,,Murfreesboro,TN,37129,,615-893-0252,E,,Public - Call ahead,Dealership business hours,,,,,,1,2,,Non-Networked,,200-9,35.854156,-86.394979,2022-02-10,39821,2022-02-10 19:42:29 UTC,P,,,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Action Nissan,307 Thompson Ln,,Nashville,TN,37211,,615-834-8244,E,,Public - Call ahead,Dealership business hours,,,,,,2,1,,Non-Networked,,200-9,36.110606,-86.743585,2022-02-10,39822,2022-02-10 19:42:29 UTC,P,,,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Downtown Nashville Nissan,25 Vantage Way,,Nashville,TN,37228,,615-248-5100,E,,Public - Call ahead,Dealership business hours,,,,,,2,1,,Non-Networked,,GPS,36.191053,-86.793132,2022-02-10,39823,2022-02-10 19:42:29 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Twin City Nissan,3247 Airport Hwy,,Alcoa,TN,37701,,865-970-4132,E,,Public - Call ahead,Dealership business hours,,,,,,2,,,Non-Networked,,GPS,35.830725,-83.974822,2020-08-05,39845,2023-02-15 22:45:41 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false
ELEC,Wolfchase Nissan,2956 N Germantown Rd,,Bartlett,TN,38133,,901-255-3800,E,,Public - Call ahead,Dealership business hours,,,,,,2,1,,Non-Networked,,200-9,35.205818,-89.791337,2022-03-07,39846,2023-02-14 15:54:11 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Dutch Miller Nissan,235 Century Blvd,,Bristol,TN,37620,,423-989-6700,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,36.54282,-82.2354,2022-04-06,39847,2023-02-14 15:54:11 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Nissan of Chattanooga East,2121 Chapman Rd,,Chattanooga,TN,37421,,423-381-6435,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,35.056433,-85.190515,2020-06-09,39848,2021-03-11 23:22:17 UTC,P,,,2017-03-01,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false
ELEC,City of Kingsport - Parking Garage,215 W Center St,,Kingsport,TN,37660,,423-229-9309,E,,Public - Call ahead,24 hours daily,,,,,,8,,,Non-Networked,,200-9,36.547921,-82.56179,2022-09-14,41483,2023-02-14 15:54:11 UTC,LG,,,2011-07-01,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,PARKING_GARAGE,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Alexander's Storage,101 W 8th St,Located behind the building,Columbia,TN,38401,,931-381-0954,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,35.61323,-87.034614,2023-09-14,42872,2023-09-14 14:01:49 UTC,P,,,2011-12-31,,,,,J1772,US,,,,Public,,public,,,STORAGE,,,,,,,Free,,,,,,,,,,false,,,,,,,,MD,false
